Год издания,title,url,Availability,Библиографическое описание,Тип издания,Коллекции,Автор,Заглавие,Number_of_Images,Images
,План города Новочеркаска,http://elib.shpl.ru/ru/nodes/59918-plan-goroda-novocherkaska,1,,карта,,,,1,3904057
,План города Новочеркасска,http://elib.shpl.ru/ru/nodes/59963-plan-goroda-novocherkasska,1,,карта,,,,1,3906169
,План города Одессы,http://elib.shpl.ru/ru/nodes/72032-plan-goroda-odessy,1,,карта,,,,1,4457015
,План города Омска,http://elib.shpl.ru/ru/nodes/85833-plan-goroda-omska,1,,карта,,,,1,5078763
,План города Риги,http://elib.shpl.ru/ru/nodes/379-plan-goroda-rigi,1,,карта,,,,1,151371
,План города Ростова на-Дону,http://elib.shpl.ru/ru/nodes/59920-plan-goroda-rostova-na-donu,1,,карта,,,,1,3904059
,План города Ростова-на Дону,http://elib.shpl.ru/ru/nodes/12655-plan-goroda-rostova-na-donu,1,,карта,,,,1,1360409
1916,"План города Ростова-на-Дону 1916 г. : [на плане перечень общественных зданий, фабрик, заводов и др.]. - Ростов н/Дону, [1916].",http://elib.shpl.ru/ru/nodes/18955-plan-goroda-rostova-na-donu-1916-g-na-plane-perechen-obschestvennyh-zdaniy-fabrik-zavodov-i-dr-rostov-n-donu-1916,1,"Россия. Отдельные местности. Ростов-на-Дону. План города Ростова-на-Дону 1916 г. : [на плане перечень общественных зданий, фабрик, заводов и др.] / под ред. П. П. Мамонтова. - Ростов н/Дону : Гор. Управа, [1916]. - 1 л. план : 60х82 см.","карта (2938)  книжное издание, архивный документ",,Россия. Отдельные местности. Ростов-на-Дону,План города Ростова-на-Дону 1916 г.,2,"1887781, 1887782"
,План города Санкт-Петербурга,http://elib.shpl.ru/ru/nodes/10478-plan-goroda-sankt-peterburga,1,,карта,,,,1,1108108
,План города Санкт-Петербурга,http://elib.shpl.ru/ru/nodes/52021-plan-goroda-sankt-peterburga,1,,карта,,,,1,3524910
,План города Санкт-Петербурга,http://elib.shpl.ru/ru/nodes/52767-plan-goroda-sankt-peterburga,1,,карта,,,,1,3574987
,План города Севастополя. 1904 г.,http://elib.shpl.ru/ru/nodes/10252-plan-goroda-sevastopolya-1904-g,1,,карта,,,,1,1040615
,План города Симферополя,http://elib.shpl.ru/ru/nodes/93194-plan-goroda-simferopolya,1,,карта,,,,1,5501752
,План города Сочи,http://elib.shpl.ru/ru/nodes/93307-plan-goroda-sochi,1,,карта,,,,1,5501847
,План города Сухуми,http://elib.shpl.ru/ru/nodes/93496-plan-goroda-suhumi,1,,карта,,,,1,5501897
,План города Таганрога,http://elib.shpl.ru/ru/nodes/59919-plan-goroda-taganroga,1,,карта,,,,1,3904058
,План города Таганрога,http://elib.shpl.ru/ru/nodes/59966-plan-goroda-taganroga,1,,карта,,,,1,3906172
,План города Тифлиса,http://elib.shpl.ru/ru/nodes/57410-plan-goroda-tiflisa,1,,карта,,,,1,3813907
,План города Томска,http://elib.shpl.ru/ru/nodes/85834-plan-goroda-tomska,1,,карта,,,,1,5078764
,План города Туапсе,http://elib.shpl.ru/ru/nodes/93306-plan-goroda-tuapse,1,,карта,,,,1,5501846
,План города Читы,http://elib.shpl.ru/ru/nodes/85838-plan-goroda-chity,1,,карта,,,,1,5079278
,План города Ялты,http://elib.shpl.ru/ru/nodes/93223-plan-goroda-yalty,1,,карта,,,,1,5501778
,План городища близ Евпатории 1880 г.,http://elib.shpl.ru/ru/nodes/80160-plan-gorodischa-bliz-evpatorii-1880-g,1,,карта,,,,1,4841298
,План городища близ села Неклюдовки Наскафтымской волости Кузнецкого уезда,http://elib.shpl.ru/ru/nodes/59633-plan-gorodischa-bliz-sela-neklyudovki-naskaftymskoy-volosti-kuznetskogo-uezda,1,,карта,,,,1,3896971
,План городища при местечке Станиславе,http://elib.shpl.ru/ru/nodes/80029-plan-gorodischa-pri-mestechke-stanislave,1,,карта,,,,1,4831289
,План гробницы в Керчи,http://elib.shpl.ru/ru/nodes/80104-plan-grobnitsy-v-kerchi,1,,карта,,,,1,4837482
,План губернского города Ставрополя и его окрестностей,http://elib.shpl.ru/ru/nodes/59905-plan-gubernskogo-goroda-stavropolya-i-ego-okrestnostey,1,,карта,,,,1,3903242
,План Девичьего поля,http://elib.shpl.ru/ru/nodes/77351-plan-devichiego-polya,1,,карта,,,,1,4704122
,План действий под Данцигом в мае 1807 г.,http://elib.shpl.ru/ru/nodes/75979-plan-deystviy-pod-dantsigom-v-mae-1807-g,1,,карта,,,,1,4640472
,План дела под Гальберштадтом,http://elib.shpl.ru/ru/nodes/12537-plan-dela-pod-galbershtadtom,1,,карта,,,,1,1342773
,План дела под Ольтеницей 23 сентября 1853 г.,http://elib.shpl.ru/ru/nodes/75584-plan-dela-pod-oltenitsey-23-sentyabrya-1853-g,1,,карта,,,,1,4608848
,План дела под Прейсиш-Эйлау 26 января 1807 г.,http://elib.shpl.ru/ru/nodes/75976-plan-dela-pod-preysish-eylau-26-yanvarya-1807-g,1,,карта,,,,1,4640469
,План дела при Гайнау,http://elib.shpl.ru/ru/nodes/12536-plan-dela-pri-gaynau,1,,карта,,,,1,1342772
,План дела при Гофе 25 января 1807 г.,http://elib.shpl.ru/ru/nodes/75974-plan-dela-pri-gofe-25-yanvarya-1807-g,1,,карта,,,,1,4640075
,План дела при деревне Баяндур 2 ноября 1853 г.,http://elib.shpl.ru/ru/nodes/75607-plan-dela-pri-derevne-bayandur-2-noyabrya-1853-g,1,,карта,,,,1,4609846
,План дела при Морунгене 13 января 1807 г.,http://elib.shpl.ru/ru/nodes/75971-plan-dela-pri-morungene-13-yanvarya-1807-g,1,,карта,,,,1,4640072
,План дела при Рейенбахе 10-22 мая 1813 г.,http://elib.shpl.ru/ru/nodes/12535-plan-dela-pri-reyenbahe-10-22-maya-1813-g,1,,карта,,,,1,1342771
,План дела при Салтановке,http://elib.shpl.ru/ru/nodes/62780-plan-dela-pri-saltanovke,1,,карта,,,,1,4002865
,План дела при селе Ацхур 7 ноября 1853 г.,http://elib.shpl.ru/ru/nodes/75608-plan-dela-pri-sele-atshur-7-noyabrya-1853-g,1,,карта,,,,1,4609847
,План дела при Чарнове 11 декабря 1806 г.,http://elib.shpl.ru/ru/nodes/75967-plan-dela-pri-charnove-11-dekabrya-1806-g,1,,карта,,,,1,4639717
,План Денгиль-тепе и Янги-кала,http://elib.shpl.ru/ru/nodes/75631-plan-dengil-tepe-i-yangi-kala,1,,карта,,,,1,4609869
,План дождевой канавы и хака на Аккайлинском такыре,http://elib.shpl.ru/ru/nodes/82970-plan-dozhdevoy-kanavy-i-haka-na-akkaylinskom-takyre,1,,карта,,,,1,4950686
,План древнего городища Одессы,http://elib.shpl.ru/ru/nodes/80264-plan-drevnego-gorodischa-odessy,1,,карта,,,,1,4846222
,"План древнего подземелья, устроенного в береговом обрыве реки Мургаба, против Тахтабазара",http://elib.shpl.ru/ru/nodes/83058-plan-drevnego-podzemelya-ustroennogo-v-beregovom-obryve-reki-murgaba-protiv-tahtabazara,1,,карта,,,,1,4956075
,План древнего укрепления в Инкермане,http://elib.shpl.ru/ru/nodes/80177-plan-drevnego-ukrepleniya-v-inkermane,1,,карта,,,,1,4841310
,План древнего Херсонеса,http://elib.shpl.ru/ru/nodes/79895-plan-drevnego-hersonesa,1,,карта,,,,1,4822920
,План древнего Херсонеса,http://elib.shpl.ru/ru/nodes/93198-plan-drevnego-hersonesa,1,,карта,,,,1,5501756
,План древней бани в городе Феодосии,http://elib.shpl.ru/ru/nodes/80102-plan-drevney-bani-v-gorode-feodosii,1,,карта,,,,1,4837480
,План Екатеринбурга и Верх-Исетского завода,http://elib.shpl.ru/ru/nodes/63335-plan-ekaterinburga-i-verh-isetskogo-zavoda,1,,карта,,,,1,4023907
,План Екатеринодара,http://elib.shpl.ru/ru/nodes/59980-plan-ekaterinodara,1,,карта,,,,1,3906183
,План замка Сodjabey,http://elib.shpl.ru/ru/nodes/80066-plan-zamka-sodjabey,1,,карта,,,,1,4833667
,План Запорожской Сечи,http://elib.shpl.ru/ru/nodes/80026-plan-zaporozhskoy-sechi,1,,карта,,,,1,4831287
,"План здания, отрытого в 1894 году",http://elib.shpl.ru/ru/nodes/56600-plan-zdaniya-otrytogo-v-1894-godu,1,,карта,,,,1,3781312
,План и фасад Екатерининского дворца в Севастополе,http://elib.shpl.ru/ru/nodes/80158-plan-i-fasad-ekaterininskogo-dvortsa-v-sevastopole,1,,карта,,,,1,4841296
,План Инады,http://elib.shpl.ru/ru/nodes/81996-plan-inady,1,,карта,,,,1,4920530
,План инкерманского монастыря,http://elib.shpl.ru/ru/nodes/80178-plan-inkermanskogo-monastyrya,1,,карта,,,,1,4841311
,План инкерманской церкви,http://elib.shpl.ru/ru/nodes/80179-plan-inkermanskoy-tserkvi,1,,карта,,,,1,4841312
,План Иркутска,http://elib.shpl.ru/ru/nodes/12419-plan-irkutska,1,,карта,,,,1,1334127
,План Исторического музея,http://elib.shpl.ru/ru/nodes/93264-plan-istoricheskogo-muzeya,1,,карта,,,,1,5501811
,План Казани в дни Октябрьских событий 1917 г. ,http://elib.shpl.ru/ru/nodes/94169-plan-kazani-v-dni-oktyabrskih-sobytiy-1917-g,1,,карта,,,,1,5530673
,План кампании 1814 года,http://elib.shpl.ru/ru/nodes/4293-plan-kampanii-1814-goda,1,,карта,,,,1,505785
,План Каракумских шоров между меридианами Бами и Дурун,http://elib.shpl.ru/ru/nodes/82941-plan-karakumskih-shorov-mezhdu-meridianami-bami-i-durun,1,,карта,,,,1,4949924
,План каре Миниха при атаке неприятелем,http://elib.shpl.ru/ru/nodes/75720-plan-kare-miniha-pri-atake-nepriyatelem,1,,карта,,,,1,4623308
,План Кинбурской операции,http://elib.shpl.ru/ru/nodes/93500-plan-kinburskoy-operatsii,1,,карта,,,,1,5501900
,План Копенгагена 1801 г.,http://elib.shpl.ru/ru/nodes/81994-plan-kopengagena-1801-g,1,,карта,,,,1,4920466
,План крейсерств Владивостокской эскадры,http://elib.shpl.ru/ru/nodes/74914-plan-kreyserstv-vladivostokskoy-eskadry,1,,карта,,,,1,4580371
,План крепости Ардагана и окрестностей,http://elib.shpl.ru/ru/nodes/61420-plan-kreposti-ardagana-i-okrestnostey,1,,карта,,,,1,3950087
,План крепости Вилманстранда,http://elib.shpl.ru/ru/nodes/12432-plan-kreposti-vilmanstranda,1,,карта,,,,1,1334676
,План крепости Ганжи,http://elib.shpl.ru/ru/nodes/75555-plan-kreposti-ganzhi,1,,карта,,,,1,4608820
,План крепости Карса,http://elib.shpl.ru/ru/nodes/83961-plan-kreposti-karsa,1,,карта,,,,1,5003904
,План крепости Карса с окрестностями,http://elib.shpl.ru/ru/nodes/75624-plan-kreposti-karsa-s-okrestnostyami,1,,карта,,,,1,4609863
,План крепости Ленкорани,http://elib.shpl.ru/ru/nodes/1776-plan-kreposti-lenkorani,1,,карта,,,,1,279650
,План крепости Ленкорани,http://elib.shpl.ru/ru/nodes/75559-plan-kreposti-lenkorani,1,,карта,,,,1,4608824
,План крепости на Ганлитапинском холме,http://elib.shpl.ru/ru/nodes/56668-plan-kreposti-na-ganlitapinskom-holme,1,,карта,,,,1,3788944
,План крепости на полуострове оз. Чалдырблиз сел. Агджа-кала,http://elib.shpl.ru/ru/nodes/56739-plan-kreposti-na-poluostrove-oz-chaldyrbliz-sel-agdzha-kala,1,,карта,,,,1,3795944
,План крепости на холме около сел. Чатах,http://elib.shpl.ru/ru/nodes/56738-plan-kreposti-na-holme-okolo-sel-chatah,1,,карта,,,,1,3795943
,План крепости около Ташбурунской клинообразной надписи,http://elib.shpl.ru/ru/nodes/56598-plan-kreposti-okolo-tashburunskoy-klinoobraznoy-nadpisi,1,,карта,,,,1,3781310
,План крепости Перемышля и ее укрепленного района,http://elib.shpl.ru/ru/nodes/63171-plan-kreposti-peremyshlya-i-ee-ukreplennogo-rayona,1,,карта,,,,1,4012591
,План крепости Шумлы и ее окрестностей,http://elib.shpl.ru/ru/nodes/75763-plan-kreposti-shumly-i-ee-okrestnostey,1,,карта,,,,1,4623399
,"План крепости, лежащей на половине пути между крепостями с рис. 34 и 35",http://elib.shpl.ru/ru/nodes/56666-plan-kreposti-lezhaschey-na-polovine-puti-mezhdu-krepostyami-s-ris-34-i-35,1,,карта,,,,1,3788942
,План крепостцы по дороге от Ташбуруна к большой крепости у Арарата (с северо-востока),http://elib.shpl.ru/ru/nodes/56665-plan-kreposttsy-po-doroge-ot-tashburuna-k-bolshoy-kreposti-u-ararata-s-severo-vostoka,1,,карта,,,,1,3788941
,План лагеря Карла XII у Днестра,http://elib.shpl.ru/ru/nodes/79956-plan-lagerya-karla-xii-u-dnestra,1,,карта,,,,1,4827211
,План Мариинского театра,http://elib.shpl.ru/ru/nodes/89371-plan-mariinskogo-teatra,1,,карта,,,,1,5252919
,План местности боев 6 и 13 августа и сражений 20-22 сентября и 2-3 октября 1877 г.,http://elib.shpl.ru/ru/nodes/75866-plan-mestnosti-boev-6-i-13-avgusta-i-srazheniy-20-22-sentyabrya-i-2-3-oktyabrya-1877-g,1,,карта,,,,1,4624076
,План местности в районе Видина-Орсова,http://elib.shpl.ru/ru/nodes/62777-plan-mestnosti-v-rayone-vidina-orsova,1,,карта,,,,1,4002862
,План местности в районе Кладово - Неготина,http://elib.shpl.ru/ru/nodes/62776-plan-mestnosti-v-rayone-kladovo-negotina,1,,карта,,,,1,4002861
,"План местности к статье ""Набег""",http://elib.shpl.ru/ru/nodes/51930-plan-mestnosti-k-statie-nabeg,1,,карта,,,,1,3518609
