year,title,link
1876,"Вестник Европы. Г. 11 1876, [т. 3], кн. 6, июнь",https://www.prlib.ru/item/323349
1876,Постановления Симферопольского уездного земского собрания .... экстренного и очередного... созыва 1875 года,https://www.prlib.ru/item/438643
1876,Отчет Новосильской уездной земской управы .... [XII очередному].... [XII очередному]... о денежных суммах за 1875 год и о действиях Управы с 1-го августа 1875 года по 1-е августа 1876 года,https://www.prlib.ru/item/677902
1876,Исследования о ледниковом периоде. Вып. 1. О ледниковых наносах в Финляндии. Об основаниях гипотезы ледникового периода,https://www.prlib.ru/item/696987
1876,"Вестник Европы. Г. 11 1876, [т. 2], кн. 4, апрель",https://www.prlib.ru/item/323348
1876,"Русская старина. Г. 7 1876, [т. 16, кн. 8, август]",https://www.prlib.ru/item/362787
1876,"Русская старина. Г. 7 1876, [т. 17, кн. 12], декабрь",https://www.prlib.ru/item/362788
1876,Светское законодательство и церковная дисциплина в России до издания Уложения о наказаниях уголовных и исправительных 1845 года,https://www.prlib.ru/item/443268
1876,"Вологодские губернские ведомости. 1876, № 16 (23 февр.)",https://www.prlib.ru/item/326936
1876,Атлас к геологическому описанию Пятигорского края,https://www.prlib.ru/item/1101720
1876,Историческая записка о содействии Второго отделения Собственной его императорского величества канцелярии развитию юридических наук в России,https://www.prlib.ru/item/713308
1876,"Тобольские губернские ведомости. 1876, № 36 (4 сент.)",https://www.prlib.ru/item/373360
1876,История византийского искусства и иконографии по миниатюрам греческих рукописей,https://www.prlib.ru/item/819817
1876,"Вологодские губернские ведомости. 1876, № 7 (22 янв.)",https://www.prlib.ru/item/326995
1876,"Вологодские губернские ведомости. 1876, № 90 (15 нояб.)",https://www.prlib.ru/item/327018
1876,"Вологодские губернские ведомости. 1876, № 89 (11 нояб.)",https://www.prlib.ru/item/327016
1876,"Вологодские губернские ведомости. 1876, № 71 (9 сент.)",https://www.prlib.ru/item/326997
1876,"Вологодские губернские ведомости. 1876, № 13 (12 февр.)",https://www.prlib.ru/item/326933
1876,"Вологодские губернские ведомости. 1876, № 49 (21 июня)",https://www.prlib.ru/item/688063
1876,Постановления... Казанского уездного земского собрания.... XII очередного... с 6-го по 13-е октября 1876 года,https://www.prlib.ru/item/713686
1876,"Тобольские губернские ведомости. 1876, № 52 (25 дек.)",https://www.prlib.ru/item/373377
1876,"Тобольские губернские ведомости. 1876, № 19 (8 мая)",https://www.prlib.ru/item/373341
1876,Журналы Мглинского уездного земского собрания .... очередного... 1875 года,https://www.prlib.ru/item/409591
1876,Смета и раскладка Орловского губернского земства.... на 1876 год,https://www.prlib.ru/item/713425
1876,Отчет Екатеринославской губернской земской управы .... за 1875 год,https://www.prlib.ru/item/714634
1876,"Вологодские губернские ведомости. 1876, № 53 (5 июля)",https://www.prlib.ru/item/326977
1876,"Вологодские губернские ведомости. 1876, № 22 (15 марта)",https://www.prlib.ru/item/326943
1876,"Вологодские губернские ведомости. 1876, № 54 (8 июля)",https://www.prlib.ru/item/326978
1876,Журналы заседаний ... Белгородского уездного земского собрания .... очередного ... с 4-го по 12-е октября 1875 года,https://www.prlib.ru/item/678336
1876,"Вологодские губернские ведомости. 1876, № 59 (26 июля)",https://www.prlib.ru/item/326983
1876,Смета Военного министерства по Главному штабу .... на 1877 год,https://www.prlib.ru/item/446091
1876,Программа Рязанского ремесленного училища,https://www.prlib.ru/item/720318
1876,"Сборник статей закона и правительственных распоряжений, касающихся наблюдения полиции за исполнением правил питейной торговли",https://www.prlib.ru/item/713309
1876,"Вологодские губернские ведомости. 1876, № 85 (28 окт.)",https://www.prlib.ru/item/327012
1876,Сюзьма,https://www.prlib.ru/item/454260
1876,Сношения России с европейскими державами,https://www.prlib.ru/item/446277
1876,Летописи Главной геофизической обсерватории. 1875 год,https://www.prlib.ru/item/903276
1876,"Тобольские губернские ведомости. 1876, № 20 (15 мая)",https://www.prlib.ru/item/373343
1876,Сборник Императорского Русского исторического общества. Т. 18. [Дипломатическая переписка австрийских послов и посланников при русском дворе,https://www.prlib.ru/item/363653
1876,"Вологодские губернские ведомости. 1876, № 91 (18 нояб.)",https://www.prlib.ru/item/327019
1876,"Вологодские губернские ведомости. 1876, № 55 (12 июля)",https://www.prlib.ru/item/326979
1876,Протоколы заседаний съезда лесничих Олонецкой губернии,https://www.prlib.ru/item/860585
1876,"Древняя и новая Россия. 1876 Т. 1, № 1",https://www.prlib.ru/item/813238
1876,Движение народонаселения Вятской губернии за 1874 год,https://www.prlib.ru/item/407293
1876,Обзор Тульской губернии .... ... за 1875 год,https://www.prlib.ru/item/1033664
1876,Учреждение орденов и других знаков отличия. [Т. 1 Свода законов],https://www.prlib.ru/item/460374
1876,"Природная и словесная поэзия русского языка, в сравнении с другими индо-европейскими, равно как с семитическими языками, содержащая в себе изучение истории понятий, которыми языко-изобретатели руководствовались при образовании слов в разных языках",https://www.prlib.ru/item/360895
1876,"Тобольские губернские ведомости. 1876, № 44 (30 окт.)",https://www.prlib.ru/item/373368
1876,"Тобольские губернские ведомости. 1876, № 18 (1 мая)",https://www.prlib.ru/item/373340
1876,"Тобольские губернские ведомости. 1876, № 12 (20 марта)",https://www.prlib.ru/item/373334
1876,"Вестник Европы. Г. 11 1876, т. 1, кн. 1, январь",https://www.prlib.ru/item/323351
1876,"Юридический вестник. Г. 8 1876, [кн. 6/7], июнь и июль",https://www.prlib.ru/item/391908
1876,Руководство артиллерии,https://www.prlib.ru/item/442304
1876,Полное собрание законов Российской империи. Т. 48. Отделение 1-е. 1873. От № 51724-52436,https://www.prlib.ru/item/358520
1876,"Вологодские губернские ведомости. 1876, № 97 (9 дек.)",https://www.prlib.ru/item/327025
1876,"Московское государство при царе Алексее Михайловиче и патриархе Никоне, по запискам архидиакона Павла Алеппского",https://www.prlib.ru/item/428259
1876,Школа и государство,https://www.prlib.ru/item/462960
1876,"Вологодские губернские ведомости. 1876, № 5 (15 янв.)",https://www.prlib.ru/item/326973
1876,Разыскания о начале Руси,https://www.prlib.ru/item/361692
1876,Литературные воспоминания и воспоминания о Белинском,https://www.prlib.ru/item/900229
1876,Тивдийские мраморные ломки,https://www.prlib.ru/item/372975
1876,Сборник постановлений Кологривского уездного земского собрания .... очередного с 6 по 13 марта 1876 года,https://www.prlib.ru/item/677481
1876,О русском глаголе,https://www.prlib.ru/item/353790
1876,Журналы Елецкого уездного земского собрания .... 10-го очередного ... за 1875 год,https://www.prlib.ru/item/409339
1876,Устав телеграфный,https://www.prlib.ru/item/460093
1876,"Вологодские губернские ведомости. 1876, № 73 (16 сент.)",https://www.prlib.ru/item/326999
1876,"Тобольские губернские ведомости. 1876, № 15 (10 апр.)",https://www.prlib.ru/item/373337
1876,Журналы Саратовского губернского земского собрания .... чрезвычайного... первого созыва 4-го трехлетия 17-30 мая 1876 года,https://www.prlib.ru/item/677882
1876,"Вологодские губернские ведомости. 1876, № 24 (22 марта)",https://www.prlib.ru/item/326945
1876,500-летний юбилей псковских укреплений,https://www.prlib.ru/item/394585
1876,Филологические разыскания. Т. 2. Спорные вопросы русского правописания от Петра Великого доныне,https://www.prlib.ru/item/389068
1876,Начала русскаго государственнаго права. Т. 2. Органы управления,https://www.prlib.ru/item/428752
1876,"Вологодские губернские ведомости. 1876, № 12 (9 февр.)",https://www.prlib.ru/item/326932
1876,"Вологодские губернские ведомости. 1876, № 78 (4 окт.)",https://www.prlib.ru/item/327004
1876,"Вологодские губернские ведомости. 1876, № 15 (20 февр.)",https://www.prlib.ru/item/326935
1876,Восточная война 1853-1856 годов. Т. 4,https://www.prlib.ru/item/404653
1876,О древнем калмыцком уложении,https://www.prlib.ru/item/429781
1876,"Тобольские губернские ведомости. 1876, № 49 (4 дек.)",https://www.prlib.ru/item/373373
1876,Описание Воскресенской Новоиерусалимской библиотеки архимандрита Амфилохия,https://www.prlib.ru/item/434660
1876,Современный вопрос Москвы,https://www.prlib.ru/item/450842
1876,"Тобольские губернские ведомости. 1876, № 4 (24 янв.)",https://www.prlib.ru/item/373364
1876,"Опыты по истории юрисдикции налогов во Франции с XIV века до смерти Людовика XIV. Т. 1. Юрисдикция налогов в провинциях, удержавших сословное представительство",https://www.prlib.ru/item/1091189
1876,Доклады Тульской губернской земской управы ... Тульскому Губернскому земскому собранию. XII очередному ... [1876 года]. XII очередному ... [1876 года],https://www.prlib.ru/item/407872
1876,"Вологодские губернские ведомости. 1876, № 52 (1 июля)",https://www.prlib.ru/item/326976
1876,"Вологодские губернские ведомости. 1876, № 38 (14 мая)",https://www.prlib.ru/item/326960
1876,Постановления Верхнеднепровского уездного земского собрания .... XI-я очередная сессия (4-е трехлетие),https://www.prlib.ru/item/438324
1876,"Тобольские губернские ведомости. 1876, № 31 (31 июля)",https://www.prlib.ru/item/373355
1876,Отчет Арзамасской уездной земской управы .... за 1876 год,https://www.prlib.ru/item/435162
1876,Доклады Тульской губернской земской управы ... Тульскому Губернскому земскому собранию. О смете доходов и расходов по содержанию больничных и богоугодных заведений в 1877 году,https://www.prlib.ru/item/715139
1876,"Тобольские губернские ведомости. 1876, № 24 (12 июня)",https://www.prlib.ru/item/373347
1876,Полное собрание законов Российской империи. Т. 49. Отделение 2-е. 1874. От № 53685-54240 и дополнения,https://www.prlib.ru/item/358524
1876,"Тобольские губернские ведомости. 1876, № 47 (20 нояб.)",https://www.prlib.ru/item/373371
1876,"Вологодские губернские ведомости. 1876, № 102 (28 дек.)",https://www.prlib.ru/item/326929
1876,"Тобольские губернские ведомости. 1876, № 34 (21 авг.)",https://www.prlib.ru/item/373358
1876,"Тобольские губернские ведомости. 1876, № 27 (3 июля)",https://www.prlib.ru/item/373350
1876,"Вологодские губернские ведомости. 1876, № 19 (4 марта)",https://www.prlib.ru/item/326939
1876,Отчеты Ростовской на Дону уездной земской управы по денежной части.... за 1875 год,https://www.prlib.ru/item/714921
1876,"Вологодские губернские ведомости. 1876, № 4 (12 янв.)",https://www.prlib.ru/item/326962
1876,"Вологодские губернские ведомости. 1876, № 95 (2 дек.)",https://www.prlib.ru/item/327023
1876,Отчет Днепровской уездной земской управы .... ... за 1875 год,https://www.prlib.ru/item/714630
1876,"Вологодские губернские ведомости. 1876, № 30 (15 апр.)",https://www.prlib.ru/item/326952
1876,"Вологодские губернские ведомости. 1876, № 21 (11 марта)",https://www.prlib.ru/item/326942
1876,"Тобольские губернские ведомости. 1876, № 3 (17 янв.)",https://www.prlib.ru/item/373353
1876,Акцизные уставы. (1862-1876 г.),https://www.prlib.ru/item/396856
1876,Судебные уставы с разъяснением их по решениям кассационных департаментов Правительствующего сената,https://www.prlib.ru/item/372601
1876,"Вологодские губернские ведомости. 1876, № 62 (5 авг.)",https://www.prlib.ru/item/326987
1876,"Вологодские губернские ведомости. 1876, № 2 (5 янв.)",https://www.prlib.ru/item/326940
1876,"Вологодские губернские ведомости. 1876, № 36 (6 мая)",https://www.prlib.ru/item/326958
1876,Эпилог Прусско-французской войны,https://www.prlib.ru/item/820712
1876,"Тобольские губернские ведомости. 1876, № 13 (27 марта)",https://www.prlib.ru/item/373335
1876,"Вологодские губернские ведомости. 1876, № 68 (27 авг.)",https://www.prlib.ru/item/326993
1876,Следы языческих верований в южнорусских шептаньях,https://www.prlib.ru/item/445837
1876,О преступлении скотоложства по уложению о наказаниях,https://www.prlib.ru/item/432365
1876,"Вестник Европы. Г. 11 1876, т. 4, [кн. 8, август]",https://www.prlib.ru/item/323354
1876,"Пятидесятилетний юбилей князя Италийского графа Александра Аркадьевича Суворова-Рымникского, 1-го января 1826-1876",https://www.prlib.ru/item/441511
1876,"Сборник материалов для статистики Тверской губернии, составленный по поручению Тверского губернского земского собрания. Вып. 3",https://www.prlib.ru/item/363751
1876,"Слово, произнесенное в воскресенье, 4 апреля 1876 г., в день чудесного спасения государя императора Александра Второго от покушения и в последний день евр. Пасхи",https://www.prlib.ru/item/445950
1876,Описание Лихвинского Покровского Доброго мужского монастыря,https://www.prlib.ru/item/434726
1876,Кавказский календарь .... на 1877 год,https://www.prlib.ru/item/417294
1876,Продовольствие войск в мирное и военное время в русской и иностранных армиях,https://www.prlib.ru/item/439600
1876,"Вологодские губернские ведомости. 1876, № 3 (8 янв.)",https://www.prlib.ru/item/326951
1876,О морских метеорологических картах вообще и картах лейтенанта Бро в частности,https://www.prlib.ru/item/430005
1876,Постановления Верхнеднепровского уездного земского собрания .... VII чрезвычайного... 6-го февраля 1876 года,https://www.prlib.ru/item/438348
1876,Журналы ... Тульского уездного земского собрания. XII очередного [1876 года],https://www.prlib.ru/item/409007
1876,"Вологодские губернские ведомости. 1876, № 66 (19 авг.)",https://www.prlib.ru/item/326991
1876,Юнкерские училища. Т. 3. Условия благоустройства,https://www.prlib.ru/item/818638
1876,"Сборник распоряжений правительства, последовавших по 1 ноября 1876 года, о сборе при определении на государственную службу и при увеличении содержания состоящим на государственной службе лицам",https://www.prlib.ru/item/363875
1876,Ethnographische Karte des Asiatischen Russlands // . Sibirien und das Amurgebiet,https://www.prlib.ru/item/394968
1876,"Малороссия. Описание края в историческом, географическом и этнографическом отношении",https://www.prlib.ru/item/426741
1876,Вексельное право,https://www.prlib.ru/item/400071
1876,"Вологодские губернские ведомости. 1876, № 69 (31 авг.)",https://www.prlib.ru/item/326994
1876,"Нравственная педагогика, или Общепонятное изложение основных начал нравственного воспитания",https://www.prlib.ru/item/1620453
1876,Проект Устава общества вспомоществования бедным учащимся в Тобольской гимназии,https://www.prlib.ru/item/817231
1876,"Воспоминания княгини Е.Р. Дашковой, писанные ею самой",https://www.prlib.ru/item/467587
1876,Историческая записка о Второй Казанской гимназии,https://www.prlib.ru/item/1624042
1876,"Киевская митрополия и Московское правительство во время соединения Малороссии с Великою Россией. Ст. 3. [Мефодий Филимонович, епископ Мстиславский и Оршанский, блюститель Киевской митрополии (1661-1668 года)]",https://www.prlib.ru/item/1095578
1876,"Юридический вестник. Г. 8 1876, [кн. 1/2], январь и февраль",https://www.prlib.ru/item/391898
1876,"Архив князя Воронцова. Кн. 9. Бумаги графа Семена Романовича Воронцова, ч. 2",https://www.prlib.ru/item/397211
1876,"Вологодские губернские ведомости. 1876, № 50 (24 июня)",https://www.prlib.ru/item/326974
1876,"Тобольские губернские ведомости. 1876, № 51 (18 дек.)",https://www.prlib.ru/item/373376
1876,"Материалы, собранные Отделом Комиссии для пересмотра общего устава российских университетов при посещении их в сентябре, октябре и ноябре 1875 г.",https://www.prlib.ru/item/427046
1876,Постановления Ананьевского уездного земского собрания .... созыва 1875 года,https://www.prlib.ru/item/438280
1876,"Вологодские губернские ведомости. 1876, № 44 (3 июня)",https://www.prlib.ru/item/326967
1876,"Опыт военного обозрения русских границ в Азии. Вып. 2. Заключающий в себе обзор южной окраины Арало-Каспийской низменности, дополнения к обзорам прочих участков границы и заключение всего сочинения",https://www.prlib.ru/item/434840
1876,"Вестник Европы. Г. 11 1876, [т. 5], кн. 10, октябрь",https://www.prlib.ru/item/323350
1876,"Записка о пособиях к изучению южно-русской земли, находящихся в Военно-ученом архиве Главного штаба",https://www.prlib.ru/item/411879
1876,"Журнал гражданского и уголовного права. Г. 6 1876, кн. 4 (июль-авг.)",https://www.prlib.ru/item/332685
1876,Правила для действия военно-телеграфных парков,https://www.prlib.ru/item/438767
1876,Журналы и постановления Перекопского ... уездного земского собрания .... очередного ... созыва 1875 года,https://www.prlib.ru/item/409469
1876,"Тобольские губернские ведомости. 1876, № 5 (31 янв.)",https://www.prlib.ru/item/373374
1876,"Карта р. Нижней Тунгуски и части р. Оленека на основании последних астрономических определений, маршрутов и расспросов // Известия Русского географического общества. Т. 12 1876, вып. 5",https://www.prlib.ru/item/417507
1876,Всеобщая военная история древних времен. Ч. 5. От Августа до падения Западной Римской Империи,https://www.prlib.ru/item/1803510
1876,"Вологодские губернские ведомости. 1876, № 17 (27 февр.)",https://www.prlib.ru/item/326937
1876,"Тобольские губернские ведомости. 1876, № 30 (24 июля)",https://www.prlib.ru/item/373354
1876,Журналы Смоленского губернского земского собрания .... XI очередного... [15-26 января 1876 года],https://www.prlib.ru/item/410067
1876,"Вологодские губернские ведомости. 1876, № 20 (8 марта)",https://www.prlib.ru/item/326941
1876,Материалы для истории артиллерийского управления в России,https://www.prlib.ru/item/426828
1876,Журналы Угличского уездного земского собрания .... Очередная сессия 1875 года,https://www.prlib.ru/item/410273
1876,Мнение по вопросу о духовно-судебной реформе,https://www.prlib.ru/item/427530
1876,"Журнал гражданского и уголовного права. Г. 6 1876, кн. 6 (нояб.-дек.)",https://www.prlib.ru/item/332687
1876,"О дополнении нашего действующего законодательства постановлениями об узаконении и признании детей, рожденных вне брака",https://www.prlib.ru/item/429759
1876,"Вологодские губернские ведомости. 1876, № 96 (8 дек.)",https://www.prlib.ru/item/327024
1876,"Тобольские губернские ведомости. 1876, № 9 (28 февр.)",https://www.prlib.ru/item/373381
1876,О праве представительства на суде,https://www.prlib.ru/item/432293
1876,Отчет Золотоношской уездной земской управы .... за 1875 год. за 1875 год,https://www.prlib.ru/item/714557
1876,"Вологодские губернские ведомости. 1876, № 34 (29 апр.)",https://www.prlib.ru/item/326956
1876,"Записки Екатерины II, императрицы России",https://www.prlib.ru/item/411948
1876,"Вологодские губернские ведомости. 1876, № 93 (25 нояб.)",https://www.prlib.ru/item/327021
1876,"Вологодские губернские ведомости. 1876, № 77 (30 сент.)",https://www.prlib.ru/item/327003
1876,"Вологодские губернские ведомости. 1876, № 10 (3 февр.)",https://www.prlib.ru/item/326926
1876,"Журналы собраний, доклады комиссий и Управы, отчетность, сметы, раскладка уездных земских повинностей и проч.. 11-го очередного... 25, 26, 27, 29 сентября и 30 октября 1875 года",https://www.prlib.ru/item/706118
1876,Смета расходов Казанского губернского земства.... на 1877 год,https://www.prlib.ru/item/714746
1876,"Вологодские губернские ведомости. 1876, № 87 (4 нояб.)",https://www.prlib.ru/item/327014
1876,"Вологодские губернские ведомости. 1876, № 37 (10 мая)",https://www.prlib.ru/item/326959
1876,"Тобольские губернские ведомости. 1876, № 8 (21 февр.)",https://www.prlib.ru/item/373380
1876,Журналы ... Грайворонского уездного земского собрания .... очередного ... с 26 сентября по 4 октября 1875 года,https://www.prlib.ru/item/408863
1876,"Тобольские губернские ведомости. 1876, № 32 (7 авг.)",https://www.prlib.ru/item/373356
1876,"Вологодские губернские ведомости. 1876, № 39 (17 мая)",https://www.prlib.ru/item/326961
1876,"Вологодские губернские ведомости. 1876, № 48 (17 июня)",https://www.prlib.ru/item/326971
1876,Правила о назначении денежных выдач по ведомству Главного управления военно-учебных заведений,https://www.prlib.ru/item/438789
1876,"Тобольские губернские ведомости. 1876, № 16 (17 апр.)",https://www.prlib.ru/item/373338
1876,Журналы Рыбинского уездного земского собрания .... Очередная сессия 1875 года,https://www.prlib.ru/item/409882
1876,"Тобольские губернские ведомости. 1876, № 38 (18 сент.)",https://www.prlib.ru/item/373362
1876,"Вологодские губернские ведомости. 1876, № 11 (5 февр.)",https://www.prlib.ru/item/326931
1876,"Вологодские губернские ведомости. 1876, № 64 (12 авг.)",https://www.prlib.ru/item/326989
1876,"Вологодские губернские ведомости. 1876, № 21 (11 марта)",https://www.prlib.ru/item/688061
1876,Постановления ... Ростовского на Дону уездного земского собрания .... X-го очередного... сессии 14-20 сентября 1875 г.. X-го очередного... сессии 14-20 сентября 1875 г. с отчетами Ростовской на Дону уездной земской управы за 1874 г.,https://www.prlib.ru/item/714537
1876,Журналы Глуховского уездного земского собрания.... очередных заседаний 1875 г.,https://www.prlib.ru/item/715225
1876,Постановления Зеньковского уездного земского собрания .... XII-го созыва 1876 года,https://www.prlib.ru/item/438448
1876,"Вологодские губернские ведомости. 1876, № 33 (26 апр.)",https://www.prlib.ru/item/326955
1876,Постановления Верхнеднепровского уездного земского собрания .... X-го очередного... с 17 по 25 сентября 1875 года,https://www.prlib.ru/item/438329
1876,"Вологодские губернские ведомости. 1876, № 61 (2 авг.)",https://www.prlib.ru/item/326986
1876,Несколько практических вопросов по Уставам 20 ноября 1864 г. и Уложению о наказаниях 1866 г. с кассационными решениями в сравнении с другими европейскими законодательствами,https://www.prlib.ru/item/428975
1876,"Тобольские губернские ведомости. 1876, № 2 (10 янв.)",https://www.prlib.ru/item/373342
1876,Смета Военного министерства ... по Главному военно-судному управлению .... на 1877 год,https://www.prlib.ru/item/677822
1876,Отчет Борисоглебской уездной земской управы .... ... с 1 сентября 1875 по 1 сентября 1876 года,https://www.prlib.ru/item/355894
1876,"Вологодские губернские ведомости. 1876, № 1 (2 янв.)",https://www.prlib.ru/item/326925
1876,Журналы Задонского уездного земского собрания .... 1875 года,https://www.prlib.ru/item/678120
1876,Извлечение из отчета по Ведомству духовных дел православного исповедания .... ... за 1874 год,https://www.prlib.ru/item/413442
1876,Отчет о прошлогодней Второй Бонской конференции профессора Рейша и объяснения по поводу ее в Петербургском отделе Общества любителей духовного просвещения,https://www.prlib.ru/item/435662
1876,Извлечение из отчета по Ведомству духовных дел православного исповедания .... ... за 1875 год,https://www.prlib.ru/item/413443
1876,Журналы с докладами и другими приложениями Борисоглебского уездного земского собрания .... очередного... сентябрьской и октябрьской сессии 1875 года,https://www.prlib.ru/item/409931
1876,"Вологодские губернские ведомости. 1876, № 82 (18 окт.)",https://www.prlib.ru/item/327009
1876,"Вологодские губернские ведомости. 1876, № 72 (13 сент.)",https://www.prlib.ru/item/326998
1876,Отчет Арзамасской уездной земской управы .... за 1875 год,https://www.prlib.ru/item/435161
1876,"Тобольские губернские ведомости. 1876, № 29 (17 июля)",https://www.prlib.ru/item/373352
1876,Краткий очерк деятельности Второго Отделения Собственной его императорского величества канцелярии,https://www.prlib.ru/item/711248
1876,Россия и Азия,https://www.prlib.ru/item/1843131
1876,"Тобольские губернские ведомости. 1876, № 35 (28 авг.)",https://www.prlib.ru/item/373359
1876,"!Лекции приморских сооружений, читанные в Институте инженеров путей сообщения инженером Нюбергом, заимствованные из курса Портовых сооружений В. Салова. Ч. 2",https://www.prlib.ru/item/712393
1876,По поводу предстоящих в настоящем году выборов в гласные Московской городской думы,https://www.prlib.ru/item/713311
1876,Местныя предания о Троице-Реконском подвижнике-схимонахе о. Амфилохие и некоторыя другия достопримечательности той обители,https://www.prlib.ru/item/427359
1876,"Морской сборник. Т. 154, № 5",https://www.prlib.ru/item/735435
1876,Отчет Московского общества охоты .... ... за 1875-1876 год,https://www.prlib.ru/item/715202
1876,Статистическое и экономическое описание гордов Томской губ. Черновик,https://www.prlib.ru/item/453949
1876,Журналы Угличского уездного земского собрания .... экстренного ... 23-го февраля 1876 года,https://www.prlib.ru/item/410295
1876,Журналы Ярославского уездного земского собрания .... Очередная сессия 1875 года,https://www.prlib.ru/item/410337
1876,Владимирский календарь на 1877 (простой) год,https://www.prlib.ru/item/400862
1876,"Вестник Европы. Г. 11 1876, т. 4, [кн. 7, июль]",https://www.prlib.ru/item/323353
1876,"Архив князя Воронцова. Кн. 10. Бумаги графа Семена Романовича Воронцова, ч. 3",https://www.prlib.ru/item/397212
1876,"Вологодские губернские ведомости. 1876, № 84 (25 окт.)",https://www.prlib.ru/item/327011
1876,"Вологодские губернские ведомости. 1876, № 25 (26 марта)",https://www.prlib.ru/item/326946
1876,"Русская старина. Г. 7 1876, Т. 15, кн. 1-4, январь-апрель",https://www.prlib.ru/item/362546
1876,"Вестник Европы. Г. 11 1876, т. 6, [кн. 11/12, ноябрь/декабрь]",https://www.prlib.ru/item/323355
1876,"Донесение о Московии Иоанна Пернштейна, посла императора Максимилияна II при Московском дворе в 1575 году",https://www.prlib.ru/item/732380
1876,"Вестник Европы. Г. 11 1876, т. 6, кн. 9, сентябрь",https://www.prlib.ru/item/323356
1876,Восточная война 1853-1856 годов. Т. 2,https://www.prlib.ru/item/404651
1876,"Вестник Европы. Г. 11 1876, [т. 1], кн. 2, февраль",https://www.prlib.ru/item/323346
1876,"Пятидесятилетний юбилей службы (1826-1876 г.) о. протоиерея Иоанно-Предтеченской, что под Бором церкви Иоанна Николаевича Рождественского",https://www.prlib.ru/item/441515
1876,"Руководство для каптенармусов, квартермистров и артельщиков в ротах, эскадронах, батареях и командах всех наименований",https://www.prlib.ru/item/442309
1876,"Журнал гражданского и уголовного права. Г. 6 1876, кн. 1 (янв.-февр.)",https://www.prlib.ru/item/332682
1876,Славянский вопрос в русской науке,https://www.prlib.ru/item/445829
1876,"Сборник Отделения русского языка и словесности Императорской Академии наук. Т. 15, [№ 1-5]",https://www.prlib.ru/item/363764
1876,"Вологодские губернские ведомости. 1876, № 40 (20 мая)",https://www.prlib.ru/item/326963
1876,"Вологодские губернские ведомости. 1876, № 67 (23 авг.)",https://www.prlib.ru/item/326992
1876,"Тобольские губернские ведомости. 1876, № 25 (19 июня)",https://www.prlib.ru/item/373348
1876,Исследование о гайдамачестве,https://www.prlib.ru/item/416367
1876,Введение в богословие Феофана Прокоповича,https://www.prlib.ru/item/467527
1876,"Архив князя Воронцова. Кн. 8. Бумаги графа Семена Романовича Воронцова, ч. 1",https://www.prlib.ru/item/397210
1876,Материалы для суждения о спиритизме,https://www.prlib.ru/item/816244
1876,Журналы ... Хвалынского уездного земского собрания .... 10-го очередного ... с 11 по 16 сентября 1875 года,https://www.prlib.ru/item/409041
1876,Обращение в христианство язычников Енисейской епархии,https://www.prlib.ru/item/433487
1876,"Юридический вестник. Г. 8 1876, [кн. 10-12], октябрь, ноябрь и декабрь",https://www.prlib.ru/item/391899
1876,История Российской академии. Вып. 3,https://www.prlib.ru/item/335272
1876,"Рукоделия, ремесла, промыслы и торговля жителей города Шуи и Шуйского уезда (Владимирской губернии)",https://www.prlib.ru/item/732291
1876,Восточная война 1853-1856 годов. Т. 3,https://www.prlib.ru/item/404652
1876,Отчет по командировке на Мурманский берег,https://www.prlib.ru/item/1090306
1876,"Юридический вестник. Г. 8 1876, [кн. 3-5], март, апрель и май",https://www.prlib.ru/item/391900
1876,Ежегодник русской армии за …. Ч. 2. 1876 г.,https://www.prlib.ru/item/408238
1876,"Вестник Европы. Г. 11 1876, [т. 2], кн. 3, март",https://www.prlib.ru/item/323347
1876,Полное собрание законов Российской империи. Т. 49. Отделение 1-е. 1874. От № 52982-53684,https://www.prlib.ru/item/358523
1876,"Вологодские губернские ведомости. 1876, № 75 (23 сент.)",https://www.prlib.ru/item/327001
1876,История Тверского княжества,https://www.prlib.ru/item/335372
1876,"Тобольские губернские ведомости. 1876, № 46 (13 нояб.)",https://www.prlib.ru/item/373370
1876,"Вологодские губернские ведомости. 1876, № 76 (27 сент.)",https://www.prlib.ru/item/327002
1876,"Слова и речи синодального члена, высокопреосвященнейшего Исидора, митрополита Новгородского, С.-Петербургского и Финляндского",https://www.prlib.ru/item/445850
1876,"Тобольские губернские ведомости. 1876, № 6 (7 февр.)",https://www.prlib.ru/item/373378
1876,Монголия и страна тангутов. Т. 2. [О климате. Птицы,https://www.prlib.ru/item/686712
1876,Сметы и раскладки земского сбора по Козмодемьянскому уезду .... на 1876 год,https://www.prlib.ru/item/446225
1876,"Собрание трактатов и конвенций, заключенных Россией и иностранными державами. Т. 3. Трактаты с Австрией. 1808-1815",https://www.prlib.ru/item/446372
1876,"Материалы для истории раскола за первое время его существования, издаваемые редакцией ""Братского слова"". Т. 2. Документы, содержащие известия о лицах и событиях из истории раскола за первое время его существования",https://www.prlib.ru/item/343039
1876,Уложение о наказаниях уголовных и исправительных 1866 года,https://www.prlib.ru/item/459768
1876,Журналы Духовщинского уездного земского собрания .... XI очередного и чрезвычайного 2-го мая 1876 года,https://www.prlib.ru/item/409278
1876,"Вологодские губернские ведомости. 1876, № 74 (20 сент.)",https://www.prlib.ru/item/327000
1876,"Вологодские губернские ведомости. 1876, № 63 (9 авг.)",https://www.prlib.ru/item/326988
1876,Журналы Устюженского уездного земского собрания... [очередного] 5[-11] октября [1876 г.],https://www.prlib.ru/item/714914
